id,organisation,org_type,course_count,career_count,org_id,top_career,top_career_courses
63914,"Pest Control Program, Food Safety and Regulatory Activities, Department of Health (VIC)",Other,0,0,,,
63915,"Pesticide Safety Section, Health Department of Western Australia",Other,0,0,,,
63916,Property Agents Board,Other,0,0,,,
63917,The Real Estate Institute of Victoria Ltd,Other,0,0,,,
63918,Real Estate Institute of WA,Other,0,0,,,
63919,Association of Wall and Ceiling Industries New South Wales,Other,0,0,,,
63920,"Construction, Forestry, Mining and Energy Union - Construction and General Division (NSW)",Other,0,0,,,
63921,"Building Practitioners Board, Building Commission",Other,0,0,,,
63922,Catholic Education Office of South Australia,Other,0,0,,,
63923,Australian Dental Prosthetists Association,Other,0,0,,,
63924,Council of Textile and Fashion Industries of Australia,Other,0,0,,,
63925,Tactile Arts,Other,0,0,,,
63926,Guildhouse,Other,0,0,,,
63927,Carclew Youth Arts,Other,0,0,,,
63928,Craft,Other,0,0,,,
63929,Form,Other,0,0,,,
63930,Australian Acupuncture and Chinese Medicine Association,Other,0,0,,,
63931,Australian Natural Therapists Association,Other,0,0,,,
63932,Australian Traditional Medicine Society,Other,0,0,,,
63933,The Communications Council,Other,0,0,,,
63934,WorkCover NSW,Other,0,0,,,
63935,NT WorkSafe,Other,0,0,,,
63936,IFAP,Other,0,0,,,
63937,"WorkSafe Division, Department of Commerce (WA)",Other,0,0,,,
63938,"Taronga Training Institute, Taronga Zoo",Other,0,0,,,
63939,Parks and Wildlife Commission NT,Other,0,0,,,
63940,Australian Bureau of Statistics (National Recruitment Unit),Other,0,0,,,
63941,Optometry NSW/ACT,Other,0,0,,,
63942,Optometry Australia,Other,0,0,,,
63943,Optometry QLD/NT,Other,0,0,,,
63944,Optometry South Australia,Other,0,0,,,
63945,Optometry Tasmania,Other,0,0,,,
63946,Optometry Western Australia,Other,0,0,,,
63947,Speech Pathology Australia,Other,0,0,,,
63948,IP Australia,Other,0,0,,,
63949,Restaurant and Catering,Other,0,0,,,
63950,Australian Institute of Interpreters and Translators Inc. (National Office),Other,0,0,,,
63951,National Accreditation Authority for Translators and Interpreters (National Office),Other,0,0,,,
63952,Western Australian Institute of Translators and Interpreters Inc. (WAITI),Other,0,0,,,
63953,Primary Industries Training Advisory Council (NT),Other,0,0,,,
63954,"Boat and Marine Safety Section, Department of Planning, Transport and Infrastructure (SA)",Other,0,0,,,
63955,Western Australian Fishing Industry Council,Other,0,0,,,
63956,Australian Drilling Industry Training Committee Ltd,Other,0,0,,,
63957,Australian Drilling Industry Association Ltd,Other,0,0,,,
63958,Tasmanian Minerals and Energy Council,Other,0,0,,,
63959,The Chamber of Minerals and Energy of Western Australia Inc.,Other,0,0,,,
63960,"Department of Planning, Transport and Infrastructure (SA)",Other,0,0,,,
63961,Technology Industry Association,Other,0,0,,,
63962,Western Australian Road Transport Association,Other,0,0,,,
63963,Australian Property Institute (NSW),Other,0,0,,,
63964,Australian Property Institute (ACT),Other,0,0,,,
63965,Real Estate Institute of New South Wales,Other,0,0,,,
63966,Australian Property Institute (SA),Other,0,0,,,
63967,Australian Property Institute (WA),Other,0,0,,,
63968,Australian Music Therapy Association Inc. (National),Other,0,0,,,
63969,"Music Therapy Unit, Disabilities Services Highgate Park, Department for Communities and Social Inclusion (SA)",Other,0,0,,,
63970,Musicians' Union of Australia (VIC/NSW),Other,0,0,,,
63971,National Retail Association,Other,0,0,,,
63972,Australian Border Force,Other,0,0,,,
63973,"Secretary, Footwear Repairers' Association of NSW",Other,0,0,,,
63974,Footwear Repairers' Association (VIC),Other,0,0,,,
63975,Air Conditioning and Mechanical Contractors' Association of Australia,Other,3,0,,,
63976,Association of Consulting Surveyors NSW Inc.,Other,0,0,,,
63977,Spatial Industries Business Association (National Office),Other,0,0,,,
63978,Orthoptics Australia,Other,0,0,,,
63980,Teachers Registration Board of South Australia,Other,0,0,,,
63981,Teaching WA,Other,0,0,,,
63982,"Department of Education, Training and Employment (Queensland)",Other,0,0,,,
63983,NSW Writers' Centre,Other,0,0,,,
63984,The Society of Editors (NSW) Inc.,Other,0,0,,,
63985,Canberra Society of Editors,Other,0,0,,,
63986,Queensland Writers Centre,Other,0,0,,,
63987,Society of Editors (QLD) Inc.,Other,0,0,,,
63988,Society of Editors (SA),Other,0,0,,,
63989,Society of Editors (TAS) Inc.,Other,0,0,,,
63990,The Tasmanian Writers' Centre,Other,0,0,,,
63991,Society of Editors (WA) Inc.,Other,0,0,,,
63992,Fellowship of Australian Writers (WA) Inc.,Other,0,0,,,
63993,Baking Association of Australia,Other,0,0,,,
63994,"Textile, Clothing and Footwear Union of Australia",Other,0,0,,,
63995,NSW Glass and Glazing Association,Other,0,0,,,
63997,Glass and Glazing Association Victoria,Other,0,0,,,
63998,"Construction, Forestry, Mining and Energy Union - Victorian FFPD",Other,0,0,,,
63999,Fruit Growers Victoria,Other,0,0,,,
64000,Institute of Industrial Engineers (National Office),Other,0,0,,,
64001,Department of Primary Industry and Fisheries (NT),Other,0,0,,,
64002,NT Beekeepers Association,Other,0,0,,,
64003,Department of Primary Industries and Regions (SA),Other,0,0,,,
64004,South Australian Apiarists' Association,Other,0,0,,,
64005,Victorian Apiarists' Association,Other,0,0,,,
64006,"Apiarist Inspector, Department of Agriculture and Food (WA)",Other,0,0,,,
64007,Western Australian Farmers Federation - Beekeepers Section,Other,0,0,,,
64008,Australasian College of Physical Scientists and Engineers in Medicine,Other,0,0,,,
64009,The Auctioneers and Valuers Association of Australia Inc.,Other,0,0,,,
64010,Australian Property Institute (QLD),Other,0,0,,,
64011,Real Estate Institute of Queensland,Other,0,0,,,
64012,Australian Property Institute (TAS),Other,0,0,,,
64013,Australian Property Institute (VIC),Other,0,0,,,
64014,Occupational Therapy Australia,Other,0,0,,,
64015,Association of Massage Therapists Ltd,Other,0,0,,,
64016,Fire and Rescue NSW Recruitment,Other,0,0,,,
64017,ACT Fire and Rescue,Other,0,0,,,
64018,Northern Territory Fire and Rescue Service,Other,0,0,,,
64019,Queensland Fire and Emergency Services,Other,0,0,,,
64020,Tasmania Fire Service,Other,0,0,,,
64021,Metropolitan Fire and Emergency Services Board,Other,0,0,,,
64022,Country Fire Authority,Other,0,0,,,
64024,Dry Cleaning Institute of Australia Ltd,Other,0,0,,,
64025,ForestWorks,Other,0,0,,,
64026,Ausgrid,Other,0,0,,,
64027,ForestWorks Tasmania,Other,0,0,,,
64028,Australian Institute of Physics,Other,0,0,,,
64029,Australian Market and Social Research Society (National Office),Other,0,0,,,
64030,Australian Marketing Institute,Other,0,0,,,
64031,Osteopathy Australia,Other,0,0,,,
64032,Workplace Health and Safety Queensland,Other,0,0,,,
64033,Master Builders Tasmania,Other,0,0,,,
64034,"Master Painters Australia, Queensland Association",Other,0,0,,,
64035,Master Painters Association of South Australia,Other,0,0,,,
64036,Master Painters Association of Victoria and Tasmania,Other,0,0,,,
64037,The Gemmological Association of Australia (New South Wales Division) Inc.,Other,0,0,,,
64038,The Gemmological Association of Australia (South Australian Division) Inc.,Other,0,0,,,
64039,The Gemmological Association of Australia (Tasmanian Division) Inc.,Other,0,0,,,
64040,The Gemmological Association of Australia (Victorian Division) Inc.,Other,0,0,,,
64041,The Gemmological Association of Australia (Western Australian Division) Inc.,Other,0,0,,,
64042,Jobsearch Harvest Trail,Other,0,0,,,
64043,Community and Public Sector Union (Canberra Regional Office),Other,0,0,,,
64044,Public Service Association of NSW,Other,0,0,,,
64045,Office of the Commissioner for Public Employment (NT),Other,0,0,,,
64046,Community and Public Sector Union (NT),Other,0,0,,,
64047,FuturePrint,Other,0,0,,,
64048,The Australian Ballet School,Other,0,0,,,
64049,Tasmanian State Service,Other,0,0,,,
64050,Community and Public Sector Union (TAS),Other,0,0,,,
64051,Victorian Institute of Teaching,Other,0,0,,,
64052,Careers with the Victorian Government,Other,0,0,,,
64053,Public Sector Commission (WA),Other,0,0,,,
64054,Sports Medicine Australia (NSW),Other,0,0,,,
64055,Sports Medicine Australia (NT),Other,0,0,,,
64056,Northern Territory Institute of Sport,Other,0,0,,,
64057,Queensland Academy of Sport,Other,0,0,,,
64058,Office for Recreation and Sport (SA),Other,0,0,,,
64059,Tasmanian Institute of Sport,Other,0,0,,,
64060,Sports Medicine Australia (VIC),Other,0,0,,,
64061,Victorian Institute of Sport,Other,0,0,,,
64062,Sports Medicine Australia (WA),Other,0,0,,,
64063,Australian Medical Council,Other,0,0,,,
64064,Medical Council of NSW,Other,0,0,,,
64065,Royal Australian College of General Practitioners,Other,0,0,,,
64066,Australian Medical Association (WA),Other,0,0,,,
64067,NSW Bar Association,Other,0,0,,,
64068,NSW Legal Profession Admission Board,Other,0,0,,,
64069,Law Society NT,Other,0,0,,,
64070,Queensland Law Society Inc.,Other,0,0,,,
64071,Legal Practitioners Admissions Board (QLD),Other,0,0,,,
64072,Law Society of South Australia,Other,0,0,,,
64073,Legal Services Commission of South Australia,Other,0,0,,,
64074,The Law Society of Tasmania,Other,0,0,,,
64075,"Human Resources, Victoria Legal Aid",Other,0,0,,,
64076,The Law Society of Western Australia,Other,0,0,,,
64077,The Treasury,Other,0,0,,,
64078,Local Government NSW,Other,0,0,,,
64079,Planning Institute of Australia (National Office),Other,0,0,,,
64080,Local Government Association of Queensland,Other,0,0,,,
64081,Teaching in the Territory,Other,0,0,,,
64082,Local Government Association of Tasmania,Other,0,0,,,
64083,WA Local Government Association,Other,0,0,,,
64084,Australian Institute of Criminology,Other,0,0,,,
64085,Crime and Corruption Commission (QLD),Other,0,0,,,
64086,"Police Recruiting Section, South Australia Police",Other,0,0,,,
64087,Australian Anthropological Society Inc.,Other,0,0,,,
64088,Real Estate Institute of Northern Territory,Other,0,0,,,
64089,Real Estate Institute of South Australia,Other,0,0,,,
64090,Dental Assistants Association QLD,Other,0,0,,,
64091,Forestry Corporation of NSW,Other,0,0,,,
64092,"Human Resources Unit, Department of Primary Industry and Fisheries (NT)",Other,0,0,,,
64093,ForestrySA,Other,0,0,,,
64094,Department of Environment and Primary Industries (VIC),Other,0,0,,,
64095,Editors Victoria,Other,0,0,,,
64096,Sydney Observatory,Other,0,0,,,
64097,Astronomical Society of Australia,Other,0,0,,,
64098,"Research School of Astronomy and Astrophysics, Mount Stromlo Observatory",Other,0,0,,,
64099,Perth Observatory,Other,0,0,,,
64100,Environmental Health Australia (New South Wales) Inc.,Other,0,0,,,
64101,Environmental Health Australia (WA) Inc.,Other,0,0,,,
64102,Environmental Health Australia (Queensland) Inc.,Other,0,0,,,
64103,Eastern Health Authority,Other,0,0,,,
64104,Environmental Health Australia (South Australia) Inc.,Other,0,0,,,
64105,Environmental Health Australia (TAS),Other,0,0,,,
64106,"Environmental Health Unit, Department of Health and Human Services (VIC)",Other,0,0,,,
64107,"Environmental Health Directorate, Department of Health (WA)",Other,0,0,,,
64108,Dogs New South Wales,Other,0,0,,,
64109,National Dog Trainers Federation,Other,0,0,,,
64110,Australian Dispensing Opticians Association,Other,0,0,,,
64111,PADI Asia Pacific (Professional Association of Diving Instructors),Other,0,0,,,
64112,Australian Institute of Building Surveyors (National Office),Other,0,0,,,
64113,ACT Ambulance Service,Other,0,0,,,
64114,"Ambulance Service of NSW, Operational Recruitment Section",Other,0,0,,,
64115,St John Ambulance Australia (NT) Inc.,Other,0,0,,,
64116,SA Ambulance Service,Other,0,0,,,
64117,Ambulance Victoria,Other,0,0,,,
64118,St John Ambulance Western Australia,Other,0,0,,,
64119,"Mapping Sciences Institute, Australia (National Office)",Other,0,0,,,
64120,Australian Financial Markets Association (AFMA),Other,0,0,,,
64121,Financial Planning Association of Australia (Head Office),Other,0,0,,,
64122,Finance Sector Union (National Office),Other,0,0,,,
64123,NSW Farmers,Other,0,0,,,
64124,Dietitians Association of Australia (National Office),Other,0,0,,,
64125,Nutrition Australia (ACT),Other,0,0,,,
64126,Nutrition Australia (QLD/NT),Other,0,0,,,
64127,What is Surveying?,Other,0,0,,,
64128,Ausdance,Other,0,0,,,
64129,Nutrition Australia (VIC/SA/TAS),Other,0,0,,,
64130,Nutrition Australia (WA),Other,0,0,,,
64131,Australian Graphic Design Association (National Office),Other,0,0,,,
64132,Department of Agriculture and Food (WA),Other,0,0,,,
64133,NSW Nurses and Midwives' Association,Other,0,0,,,
64134,Maritime Union of Australia (National Office),Other,0,0,,,
64135,Guide Dogs NSW/ACT,Other,0,0,,,
64136,Guide Dogs SA/NT,Other,0,0,,,
64137,Guide Dogs Queensland,Other,0,0,,,
64138,Guide Dogs Tasmania,Other,0,0,,,
64139,Guide Dogs Victoria,Other,0,0,,,
64140,Guide Dogs WA,Other,0,0,,,
64141,HQPlantations Pty Ltd,Other,0,0,,,
64142,Forestry Tasmania,Other,0,0,,,
64143,FITS Training,Other,0,0,,,
64144,Defence Force Recruiting Centre,Other,0,0,,,
64145,Building Designers Australia (Head Office),Other,0,0,,,
64146,CSIRO Digital Productivity and Services Flagship,Other,0,0,,,
64147,Australian Podiatry Association (NSW and ACT),Other,0,0,,,
64148,Australian Podiatry Association (SA),Other,0,0,,,
64149,Australian Podiatry Association (QLD) Inc.,Other,0,0,,,
64150,Australian Podiatry Association (TAS),Other,0,0,,,
64151,Australian Podiatry Association (VIC),Other,0,0,,,
64152,Australian Podiatry Association (WA),Other,0,0,,,
64153,Australian and New Zealand Society of Nuclear Medicine (Federal Office),Other,0,0,,,
64154,Brisbane Catholic Education Office,Other,0,0,,,
64155,Department of Education and Early Childhood Development (VIC),Other,0,0,,,
